id,idade,salario,sexo,renda_extra,tempo_emprego,setor,nacionalidade,status_emprego
89,62.0,119053.47032694657,Feminino,,25.779402460823757,Educação,Estrangeiro,Desempregado
90,58.0,36310.21191088134,Masculino,,7.314581070194897,Tecnologia,Brasileiro,Empregado
91,46.0,61085.699441329765,Feminino,,9.296161848576524,Varejo,Brasileiro,Empregado
92,32.0,,Masculino,,25.4252799456016,Educação,Brasileiro,Desempregado
93,62.0,,Masculino,1490.378464400453,39.71773863131629,Saúde,Brasileiro,Desempregado
94,18.0,,Feminino,1490.378464400453,31.108699562902025,Educação,Estrangeiro,Desempregado
95,42.0,140709.35386008897,Masculino,1490.378464400453,9.03358528893568,Saúde,Estrangeiro,Desempregado
96,24.0,79771.54330149846,Masculino,,7.040990201645352,Varejo,Brasileiro,Desempregado
97,26.0,137671.95619855553,Masculino,1490.378464400453,34.64931481070681,,Brasileiro,Empregado
98,41.0,134736.39488016593,Feminino,1490.378464400453,17.76735791686017,Saúde,Brasileiro,Desempregado
99,18.0,64649.46459567482,Masculino,1490.378464400453,5.4821121131262185,Tecnologia,Estrangeiro,Desempregado
100,61.0,133612.57819257138,Masculino,,34.488456932877526,Educação,Brasileiro,Empregado
101,25.0,71959.03148521582,Feminino,,32.64369411657046,Varejo,Brasileiro,Empregado
102,41.0,62108.6593200351,Masculino,1490.378464400453,39.356254555886544,Tecnologia,Estrangeiro,Empregado
103,28.0,106134.33234929913,Masculino,,36.38974746850736,Saúde,Brasileiro,Empregado
104,34.0,66047.65348563514,Masculino,,34.071613546421666,Educação,Estrangeiro,Empregado
105,25.0,103776.09354114303,Masculino,1490.378464400453,2.102975912440126,Educação,Estrangeiro,Desempregado
106,52.0,101228.97568733682,Masculino,,4.176614779924721,Varejo,Estrangeiro,Empregado
107,52.0,95429.86591855735,Feminino,,22.759327772164912,Tecnologia,Estrangeiro,Desempregado
108,50.0,72552.46302909972,Feminino,1490.378464400453,21.259169851272834,Educação,Estrangeiro,Empregado
109,22.0,93562.4652064346,Masculino,,18.318528579581418,Educação,Brasileiro,Desempregado
110,59.0,99560.6843731777,Masculino,,15.871573016583369,Tecnologia,Brasileiro,Empregado
111,56.0,93210.86106193418,Masculino,,17.248419394573155,Educação,Estrangeiro,Desempregado
112,58.0,80552.4315939002,Feminino,,22.771917365391808,Tecnologia,Estrangeiro,Desempregado
113,45.0,26833.382130782975,Feminino,,0.08306070400324828,Tecnologia,Brasileiro,Desempregado
114,24.0,98382.71346264386,Masculino,,10.428350965314088,Tecnologia,Brasileiro,Desempregado
115,26.0,46055.54814283995,Masculino,,20.731188827548443,Varejo,Estrangeiro,Desempregado
116,25.0,105321.9961183987,Feminino,,28.888643946945848,Tecnologia,Brasileiro,Desempregado
117,29.0,119918.04099035825,Masculino,1490.378464400453,6.966267695815853,Tecnologia,Brasileiro,Desempregado
118,51.0,87555.66364134269,Feminino,1490.378464400453,21.875246951497317,Saúde,Estrangeiro,Desempregado
119,50.0,92795.45812246729,Feminino,1490.378464400453,28.578387355431268,Saúde,Brasileiro,Desempregado
120,40.0,143934.81995824887,Masculino,1490.378464400453,17.78510631655619,Varejo,Brasileiro,Desempregado
121,41.0,130895.92017157178,Feminino,,1.083245346802042,Tecnologia,Brasileiro,Empregado
122,54.0,139279.56449393375,Masculino,1490.378464400453,17.970726338625468,Saúde,Brasileiro,Desempregado
123,52.0,126720.7860399483,Masculino,1490.378464400453,11.857795509766124,Saúde,Estrangeiro,Desempregado
124,61.0,38614.79273084143,Masculino,,37.185984308053136,Educação,Brasileiro,Empregado
125,,43623.981996274335,Masculino,,4.984535427133094,Tecnologia,Estrangeiro,Desempregado
126,39.0,90827.97465861995,Masculino,,26.099038220289287,Saúde,Brasileiro,Desempregado
127,44.0,55758.70734974978,Masculino,,2.108790653380046,Varejo,Estrangeiro,Empregado
128,52.0,84586.9343801449,Feminino,,17.84681751250786,Educação,Estrangeiro,Empregado
129,18.0,74295.66547729378,Feminino,1490.378464400453,,Educação,Brasileiro,Desempregado
130,52.0,93676.77980380667,Feminino,,11.918197252674618,Tecnologia,Estrangeiro,Empregado
131,54.0,,Feminino,1490.378464400453,18.20302542081538,Tecnologia,Estrangeiro,Desempregado
132,,114436.3633874093,Masculino,1490.378464400453,6.542151781207495,Educação,Estrangeiro,Desempregado
133,31.0,90154.26656066679,Feminino,,12.164953978721446,Varejo,Estrangeiro,Desempregado
134,20.0,127799.17735213226,Feminino,1490.378464400453,24.84425299640812,Tecnologia,Estrangeiro,Empregado
135,18.0,78857.76144225417,Feminino,1490.378464400453,12.072002234446204,Tecnologia,Brasileiro,Desempregado
136,22.0,137089.28623001528,Masculino,,35.98972313635487,Educação,Estrangeiro,Desempregado
137,43.0,33910.033756895486,Feminino,1490.378464400453,25.13627830563959,Educação,Estrangeiro,Empregado
138,31.0,144332.50375416345,Masculino,1490.378464400453,17.54596073743938,Tecnologia,Brasileiro,Desempregado
139,56.0,106836.63517891853,Feminino,1490.378464400453,1.5502774221672988,Saúde,Brasileiro,Desempregado
140,,72509.31361715066,Masculino,,19.981933408186848,Tecnologia,Estrangeiro,Desempregado
141,,49644.26582160967,Masculino,,30.59104968500357,Saúde,Brasileiro,Desempregado
142,32.0,84897.90368044999,Feminino,,10.622303920496545,Educação,Brasileiro,Desempregado
143,32.0,49319.79039816262,Masculino,1490.378464400453,32.270942785950695,Saúde,Brasileiro,Desempregado
144,,45791.45096789277,Masculino,,10.07227064203526,Varejo,Brasileiro,Empregado
145, ,102168.96967662178,Feminino,1490.378464400453,32.94985551803202,Educação,Brasileiro,Desempregado
146,30.0,90385.59057272309,Feminino,,3.410733664467096,Tecnologia,Brasileiro,Desempregado
147,49.0,108762.0043263677,Feminino,1490.378464400453,34.64734835476118,Tecnologia,Estrangeiro,Empregado
148,56.0,141200.73467774864,Masculino,,19.96745803733322,Educação,Estrangeiro,Desempregado
149,49.0,91532.52666738002,Masculino,,11.86150358481048,Educação,Brasileiro,Desempregado
150,21.0,97616.50665784972,Masculino,1490.378464400453,10.60453001660595,Varejo,Brasileiro,Empregado
151,47.0,36203.29239436777,Feminino,,17.280422357214505,Educação,Estrangeiro,Empregado
152,54.0,114704.47323857869,Masculino,1490.378464400453,39.9619799241458,Tecnologia,Brasileiro,Empregado
153,40.0,,Masculino,,8.813095737503303,Varejo,Estrangeiro,Empregado
154,,147090.65483282236,Masculino,,4.128665955159985,Tecnologia,Brasileiro,Empregado
155,62.0,127896.75194945754,Masculino,1490.378464400453,23.401406748746474,Saúde,Estrangeiro,Empregado
156,32.0,90310.13006451479,Masculino,1490.378464400453,19.541698657610283,Educação,Estrangeiro,Empregado
157,,40402.83177152075,Masculino,1490.378464400453,20.967850842532293,Saúde,Brasileiro,Desempregado
158,46.0,132426.97416007365,Masculino,,26.67741670228868,Tecnologia,Brasileiro,Desempregado
159,53.0,124972.6369280027,Feminino,1490.378464400453,10.685762794825973,Saúde,Brasileiro,Desempregado
160,30.0,48073.14119212912,Feminino,,36.42659981535554,Saúde,Brasileiro,Empregado
161,49.0,61909.786152538756,Feminino,1490.378464400453,17.426882644891613,Tecnologia,Estrangeiro,Desempregado
162,24.0,124175.90726847966,Masculino,1490.378464400453,5.163447805698471,Tecnologia,Brasileiro,Empregado
163,39.0,48153.555818426204,Masculino,1490.378464400453,29.691950269357772,Educação,Estrangeiro,Desempregado
164,45.0,139719.06114642217,Feminino,1490.378464400453,25.72417410471401,Saúde,Brasileiro,Desempregado
165,19.0,78065.92814954525,Masculino,1490.378464400453,,Varejo,Estrangeiro,Desempregado
166,59.0,35879.87032345733,Feminino,1490.378464400453,24.860748961361942,Varejo,Brasileiro,Desempregado
167,62.0,126968.58043803512,Masculino,,8.794478254759074,Tecnologia,Brasileiro,Empregado
168,23.0,71688.71037979846,Masculino,1490.378464400453,17.793574373621183,Tecnologia,Estrangeiro,Empregado
169,45.0,,Feminino,,35.97650088669301,Saúde,Brasileiro,Desempregado
170,45.0,39038.0430514024,Feminino,1490.378464400453,5.341369326429977,Tecnologia,Brasileiro,Empregado
171,61.0,25323.0018556228,Feminino,1490.378464400453,15.46785799949848,Varejo,Brasileiro,Empregado
172,61.0,104748.1507241622,Feminino,1490.378464400453,,Educação,Brasileiro,Desempregado
173,37.0,89396.89629171646,Feminino,,38.77963597624713,Educação,Brasileiro,Empregado
174,47.0,99192.3211403934,Masculino,,18.157045456871835,Saúde,Estrangeiro,Empregado
175,28.0,124217.98129756453,Masculino,1490.378464400453,20.279984805733896,Educação,Brasileiro,Empregado
176,45.0,105825.73917785751,Masculino,,22.88687847135079,Tecnologia,Estrangeiro,Empregado
177,42.0,46846.68035342215,Feminino,1490.378464400453,37.29392566534843,Tecnologia,Brasileiro,Desempregado
178,56.0,70096.56488882497,Feminino,1490.378464400453,,Tecnologia,Brasileiro,Desempregado
179,50.0,138236.38809847005,Feminino,,6.824044984865774,Tecnologia,Estrangeiro,Empregado
180,18.0,,Feminino,,17.470312713883,Saúde,Estrangeiro,Desempregado
181,44.0,94579.63224208966,Feminino,,18.56001712785705,Educação,Estrangeiro,Desempregado
182,30.0,56955.62472615903,Feminino,,31.563844465950268,Varejo,Estrangeiro,Desempregado
183,58.0,62757.56272934938,Masculino,1490.378464400453,24.11571530421741,Educação,Estrangeiro,Empregado
184,20.0,116494.75844820432,Masculino,,26.168818481160518,Tecnologia,Brasileiro,Empregado
185,56.0,131396.78260659636,Masculino,,39.927996306624706,Varejo,Estrangeiro,Desempregado
186,23.0,108928.0836913268,Masculino,1490.378464400453,2.9984017388005224,Saúde,Estrangeiro,Desempregado
187,25.0,126191.24697105523,Masculino,,,Tecnologia,Brasileiro,Empregado
188,44.0,120832.01690005074, ,,16.315837494861874,Tecnologia,Brasileiro,Desempregado
189,26.0,43712.99599461972,Feminino,,,Varejo,Estrangeiro,Empregado
190,54.0,77993.10161416275,Feminino,,0.8658224538793435,Saúde,Estrangeiro,Desempregado
191,50.0,44122.97510357034,Feminino,1490.378464400453,3.6711042588470333,Varejo,Estrangeiro,Empregado
192,59.0,54404.448100248104,Feminino,1490.378464400453,27.238131656143047,Saúde,Brasileiro,Empregado
193,,133657.45308138157,Feminino,,35.17297853450243,Tecnologia,Estrangeiro,Empregado
194,41.0,84111.49570414776,Masculino,,20.569080450639103,Educação,Brasileiro,Empregado
195,32.0,91919.7627303326,Feminino,1490.378464400453,21.567643180545318,Tecnologia,Brasileiro,Desempregado
196,49.0,47305.74565347152,Feminino,,10.203737313295175,Educação,Brasileiro,Empregado
197,49.0,64033.9732560995,Feminino,,30.715054545348455,Educação,Brasileiro,Desempregado
198,41.0,53780.77105348374,Feminino,,30.071783494690255,Saúde,Estrangeiro,Empregado
199,58.0,50773.2705648033,Masculino,,23.534627568706266,Varejo,Brasileiro,Empregado
200,29.0,104745.09916449626,Masculino,,8.506571460453713,Saúde,Brasileiro,Desempregado
201,56.0,57110.48095571435,Feminino,,3.880728729483578,Tecnologia,Estrangeiro,Desempregado
202,19.0,104001.93575255231,Masculino,,2.5695430342850356,Varejo,Brasileiro,Desempregado
203,,32306.82676356924,Masculino,,23.707842665715113,Educação,Estrangeiro,Empregado
204,54.0,42721.79919088773,Feminino,,33.001412765712004,Educação,Brasileiro,Empregado
205,34.0,59317.531750015674,Feminino,1490.378464400453,34.33321727123699,Tecnologia,Estrangeiro,Desempregado
206,19.0,99630.86461196146,Feminino,1490.378464400453,18.54488297373799,Varejo,Brasileiro,Empregado
207,19.0,109480.155635922,Feminino,1490.378464400453,31.370851972268675,Tecnologia,Brasileiro,Desempregado
208,45.0,,Feminino,,37.875207853640944,Tecnologia,Estrangeiro,Empregado
209,40.0,80723.86432215362,Masculino,,11.006804499522719,Saúde,Brasileiro,Empregado
210,54.0,,Feminino,1490.378464400453,15.918413855230288,Tecnologia,Brasileiro,Empregado
211,49.0,26977.636470697806,Feminino,,37.259159703867226,Varejo,Estrangeiro,Desempregado
212,50.0,67636.25305927757,Feminino,1490.378464400453,13.529238692691393,Tecnologia,Brasileiro,Empregado
213,18.0,127338.38213990409,Masculino,,36.55505161287185,Varejo,Brasileiro,Desempregado
214,36.0,100402.42627667153,Feminino,1490.378464400453,39.24179449017863,Educação,Estrangeiro,Desempregado
215,19.0,67153.39159442755,Feminino,1490.378464400453,26.47242914297699,Tecnologia,Estrangeiro,Empregado
216,61.0,138190.59904120924,Feminino,1490.378464400453,32.67561158016673,Varejo,Estrangeiro,Desempregado
217,43.0,,Masculino,,29.98182256884341,Educação,Estrangeiro,Desempregado
218,49.0,58111.930904591674,Feminino,1490.378464400453,,Varejo,Estrangeiro,Empregado
219,23.0,105661.22969071461,Feminino,,12.277242919249304,Educação,Brasileiro,Desempregado
220,49.0,99468.84102361959,Feminino,,2.2837735163177486,Saúde,Estrangeiro,Desempregado
221,21.0,75148.48925487284,Masculino,,13.722069300786025,Tecnologia,Brasileiro,Empregado
222,28.0,70869.50990060008,Feminino,,26.677439408156264,Tecnologia,Estrangeiro,Empregado
223,34.0,67945.059346963,Feminino,,4.101167929112055,Educação,Brasileiro,Empregado
224,55.0,102144.47292445585,Feminino,,0.4767193191296837,Saúde,Brasileiro,Desempregado
225,,80301.24206008369,Masculino,,5.587694904117546,Varejo,Estrangeiro,Desempregado
226,22.0,128982.88915642776,Feminino,1490.378464400453,28.62943705643181,Saúde,Brasileiro,Empregado
227,51.0,108700.32701674523,Feminino,1490.378464400453,38.91174806625776,Varejo,Brasileiro,Desempregado
228,23.0,33741.45071367927,Feminino,1490.378464400453,39.322587984592815,Varejo,Estrangeiro,Empregado
229,39.0,105021.02797852075,Masculino,,19.759165965607515,Tecnologia,Estrangeiro,Empregado
230,28.0,58893.4295625231,Masculino,,34.7740920396939,Educação,Estrangeiro,Empregado
231,33.0,99101.49895667784,Feminino,,29.47305823006016,Tecnologia,Estrangeiro,Desempregado
232,50.0,110016.49138793143,Masculino,,20.041609479384135,Tecnologia,Brasileiro,Desempregado
233,,53853.64864425151,Masculino,1490.378464400453,22.910421318203472,Tecnologia,Brasileiro,Empregado
234,23.0,82107.33061004608,Masculino,,5.489085864674843,Varejo,Brasileiro,Empregado
235,33.0,48790.60785238347,Feminino,1490.378464400453,37.506458424663684,Tecnologia,Brasileiro,Desempregado
236,46.0,31542.35947331354,Feminino,,14.077190829271071,Varejo,Brasileiro,Empregado
237,20.0,72309.55293573363,Masculino,1490.378464400453,,Educação,Brasileiro,Desempregado
238,37.0,70368.033980749,Masculino,,26.86640923991595,Varejo,Estrangeiro,Empregado
239,53.0,149435.06133803213,Masculino,1490.378464400453,13.356098861062158,Varejo,Brasileiro,Empregado
240,36.0,80794.04389970527,Feminino,,10.17036643955722,Saúde,Brasileiro,Desempregado
241,43.0,66696.19368402506,Feminino,1490.378464400453,25.241975730808825,Tecnologia,Brasileiro,Desempregado
242,20.0,97559.37583958433,Masculino,,,Tecnologia,Estrangeiro,Desempregado
243,36.0,36095.92426347105,Masculino,1490.378464400453,28.829004481067155,Tecnologia,Estrangeiro,Desempregado
244,37.0,145208.21699435165,Masculino,1490.378464400453,20.56093479506039,Tecnologia,Estrangeiro,Desempregado
245,49.0,104370.00569887915,Masculino,,24.230149220837376,Saúde,Estrangeiro,Empregado
246,24.0,,Feminino,1490.378464400453,25.275206369875406,Saúde,Brasileiro,Empregado
247,58.0,46309.74227173969,Masculino,,21.08200625970255,Saúde,Brasileiro,Desempregado
248,,76184.73162565049,Feminino,,23.30135109762944,Saúde,Brasileiro,Desempregado
249,57.0,77836.13917452369,Masculino,,27.35152803559498,Tecnologia,Estrangeiro,Empregado
250,56.0,127725.80548763585,Masculino,1490.378464400453,30.124753887186966,Varejo,Brasileiro,Empregado
251,35.0,25154.58496992618,Masculino,1490.378464400453,29.09809565144482,Educação,Brasileiro,Desempregado
252,57.0,62606.638544156885,Masculino,,34.78465830929047,Saúde,Brasileiro,Desempregado
253,18.0,147654.54679303797,Masculino,,7.57773732669611,Varejo,Estrangeiro,Empregado
254,28.0,84360.81793827732,Feminino,1490.378464400453,16.0459187796719,Saúde,Estrangeiro,Desempregado
255,45.0,72815.78503050102,Masculino,1490.378464400453,37.911842640578286,Tecnologia,Estrangeiro,Empregado
256,42.0,39978.62525220579,Masculino,1490.378464400453,15.86362297545319,Tecnologia,Brasileiro,Empregado
257,40.0,146770.57857850194,Masculino,,4.994803076236907,Varejo,Brasileiro,Desempregado
258,48.0,27503.294490728058,Feminino,,21.017805054487184,Varejo,Brasileiro,Empregado
259,47.0,117147.52812590539,Feminino,,4.3796389021784865,Varejo,Brasileiro,Empregado
260,59.0,121074.97559856356,Feminino,,,Tecnologia,Estrangeiro,Empregado
261,52.0,55457.08950798333,Feminino,,39.93275026283827,Tecnologia,Brasileiro,Desempregado
262,24.0,108944.80545162967,Masculino,1490.378464400453,21.654505535845278,Educação,Estrangeiro,Empregado
263,33.0,36616.14304742374,Masculino,,11.362335561617162,Varejo,Brasileiro,Desempregado
264,43.0,57130.90830400998,Masculino,1490.378464400453,39.790998182956244,Educação,Estrangeiro,Empregado
265,19.0,123487.74853653312,Feminino,1490.378464400453,38.66235674220573,Saúde,Brasileiro,Empregado
266,18.0,133085.77400419253,Masculino,,17.629561643370543,Educação,Brasileiro,Empregado
267,29.0,101060.80158247391,Masculino,1490.378464400453,10.416124351516336,Saúde,Estrangeiro,Empregado
268,22.0,88354.80397756032,Feminino,,33.5359855236876,Saúde,Estrangeiro,Empregado
269,54.0,44913.002577372536,Feminino,1490.378464400453,28.62482867887143,Educação,Brasileiro,Desempregado
270,49.0,32888.629134893774,Feminino,,27.477657400140416,Varejo,Brasileiro,Desempregado
271,26.0,39706.128559194825,Masculino,,35.7245496528989,Saúde,Brasileiro,Empregado
272,58.0,53419.66251201235,Masculino,1490.378464400453,27.576685354852984,Varejo,Estrangeiro,Desempregado
273,52.0,67709.3127371151,Feminino,,11.351917721661966,Tecnologia,Brasileiro,Desempregado
274,36.0,72613.69068887341,Masculino,1490.378464400453,27.75452647502929,Saúde,Estrangeiro,Empregado
275,33.0,68290.22107362543,Feminino,,12.232540451346559,Tecnologia,Brasileiro,Desempregado
276,20.0,54881.9165246582,Feminino,,30.3695591862798,Educação,Brasileiro,Desempregado
277,37.0,88715.53084396227,Masculino,,24.789914179662638,Varejo,Brasileiro,Desempregado
278,41.0,128160.7635291121,Feminino,1490.378464400453,3.0964620793900233,Educação,Brasileiro,Desempregado
279,50.0,59962.9423089349,Feminino,1490.378464400453,20.513414497405684,Saúde,Estrangeiro,Empregado
280,41.0,142798.37738777912,Feminino,,13.732038767829637,Tecnologia,Estrangeiro,Desempregado
281,,134167.082715481,Masculino,1490.378464400453,13.14282530929177,Saúde,Brasileiro,Empregado
282,25.0,45220.5264190137,Feminino,,24.09025209509029,Educação,Brasileiro,Empregado
283,53.0,123284.49459463681,Feminino,1490.378464400453,12.892992978776995,Varejo,Brasileiro,Desempregado
284,,96823.42278972083,Feminino,1490.378464400453,31.075749928194906,Varejo,Estrangeiro,Empregado
285,57.0,,Feminino,,2.8316574404469774,Saúde,Brasileiro,Desempregado
